update,loss
1,17.451828002929688
2,16.57773208618164
3,15.695110321044922
4,14.793036460876465
5,13.857211112976074
6,12.869950294494629
7,11.810093879699707
8,10.647705078125
9,9.334012985229492
10,7.785691261291504
11,5.852536678314209
12,3.253492593765259
13,0.6058461666107178
14,0.7214635610580444
15,1.2197411060333252
16,1.6507492065429688
17,1.99003005027771
18,2.2391581535339355
19,2.4053330421447754
20,2.497403144836426
21,2.5246381759643555
22,2.4962143898010254
23,2.4209277629852295
24,2.3070321083068848
25,2.1621487140655518
26,1.9932243824005127
27,1.8065602779388428
28,1.6078410148620605
29,1.4022401571273804
30,1.194572925567627
31,0.9895486831665039
32,0.7922132015228271
33,0.6088024377822876
34,0.4485505223274231
35,0.3283542990684509
36,0.28888458013534546
37,0.4287014603614807
38,0.6343765258789062
39,0.7029891610145569
40,0.6001987457275391
41,0.40975600481033325
42,0.27064937353134155
43,0.24556076526641846
44,0.26878100633621216
45,0.3034029006958008
46,0.3348579406738281
47,0.35697945952415466
48,0.3673994243144989
49,0.3657522201538086
50,0.3528660535812378
51,0.33038556575775146
52,0.30060678720474243
53,0.2664533257484436
54,0.23155374825000763
55,0.2003786563873291
56,0.1783026158809662
57,0.17097491025924683
58,0.18105430901050568
59,0.20048898458480835
60,0.21004140377044678
61,0.19828325510025024
62,0.17325612902641296
63,0.15121512115001678
64,0.14022263884544373
65,0.13861814141273499
66,0.1416434794664383
67,0.14517146348953247
68,0.14656731486320496
69,0.14459922909736633
70,0.13918165862560272
71,0.13112401962280273
72,0.12190531194210052
73,0.11339715123176575
74,0.10741740465164185
75,0.10501254349946976
76,0.10560149699449539
77,0.10678765177726746
78,0.10577413439750671
79,0.1016014963388443
80,0.09576666355133057
81,0.09060410410165787
82,0.08743396401405334
83,0.08611875772476196
84,0.0856943279504776
85,0.08512037247419357
86,0.08372741937637329
87,0.08136552572250366
88,0.07835426926612854
89,0.07530306279659271
90,0.07283669710159302
91,0.07128436863422394
92,0.07047203928232193
93,0.06980690360069275
94,0.06868480145931244
95,0.06693544238805771
96,0.06489264965057373
97,0.0630611777305603
98,0.06172814592719078
99,0.060834966599941254
100,0.06010543927550316
101,0.059258218854665756
102,0.05816034972667694
103,0.056866832077503204
104,0.055562011897563934
105,0.05443768948316574
106,0.05357365310192108
107,0.05289105325937271
108,0.05221748724579811
109,0.05142058804631233
110,0.05050142854452133
111,0.04957263916730881
112,0.04875302314758301
113,0.048079680651426315
114,0.047499656677246094
115,0.04692400246858597
116,0.04629391431808472
117,0.045613475143909454
118,0.0449349582195282
119,0.044316839426755905
120,0.04377986118197441
121,0.04329632222652435
122,0.042816054075956345
123,0.042308613657951355
124,0.04178261011838913
125,0.04127362370491028
126,0.04080867022275925
127,0.040388502180576324
128,0.039989862591028214
129,0.03958871215581894
130,0.03917645663022995
131,0.03876496106386185
132,0.03837251663208008
133,0.03800902143120766
134,0.03766857087612152
135,0.03733629733324051
136,0.037001729011535645
137,0.036666788160800934
138,0.03634116053581238
139,0.036032650619745255
140,0.03574133664369583
141,0.035459600389003754
142,0.03518031910061836
143,0.03490205854177475
144,0.03462912142276764
145,0.034366678446531296
146,0.034115877002477646
147,0.033873915672302246
148,0.03363591060042381
149,0.03340033441781998
150,0.03316875174641609
151,0.03294411674141884
152,0.03272790089249611
153,0.03251860290765762
154,0.032312922179698944
155,0.03210970386862755
156,0.03191061690449715
157,0.0317162349820137
158,0.0315278097987175
159,0.03134449943900108
160,0.03116430714726448
161,0.0309875700622797
162,0.03081349842250347
163,0.030643252655863762
164,0.03047759458422661
165,0.03031570091843605
166,0.030156655237078667
167,0.030000220984220505
168,0.029846329241991043
169,0.029695706441998482
170,0.02954842709004879
171,0.029404103755950928
172,0.029261859133839607
173,0.029122112318873405
174,0.02898462489247322
175,0.02884981967508793
176,0.02871757186949253
177,0.028587598353624344
178,0.02845948375761509
179,0.028333492577075958
180,0.028209609910845757
181,0.028087511658668518
182,0.027967557311058044
183,0.027849478647112846
184,0.0277332104742527
185,0.0276186540722847
186,0.027505777776241302
187,0.02739439345896244
188,0.027285128831863403
189,0.027177007868885994
190,0.02707052044570446
191,0.026965323835611343
192,0.0268617682158947
193,0.026759520173072815
194,0.026658795773983
195,0.026559291407465935
196,0.02646123804152012
197,0.026364296674728394
198,0.02626856416463852
199,0.026174191385507584
200,0.02608082816004753
201,0.025988919660449028
202,0.025897741317749023
203,0.025807946920394897
204,0.025718936696648598
205,0.02563149482011795
206,0.025544773787260056
207,0.02545904368162155
208,0.02537412941455841
209,0.02529047057032585
210,0.025207767263054848
211,0.02512577548623085
212,0.02504490129649639
213,0.02496478706598282
214,0.024885576218366623
215,0.024807386100292206
216,0.02472997084259987
217,0.02465321496129036
218,0.024577438831329346
219,0.024502471089363098
220,0.02442825213074684
221,0.02435477077960968
222,0.024282226338982582
223,0.02421022579073906
224,0.02413914166390896
225,0.02406879886984825
226,0.02399892359972
227,0.02392980456352234
228,0.02386160008609295
229,0.023793913424015045
230,0.023726917803287506
231,0.023660827428102493
232,0.02359510213136673
233,0.023530133068561554
234,0.023465842008590698
235,0.023402098566293716
236,0.023338958621025085
237,0.023276545107364655
238,0.023214776068925858
239,0.023153606802225113
240,0.023092828691005707
241,0.023032724857330322
242,0.022973299026489258
243,0.022914398461580276
244,0.022856123745441437
245,0.022798411548137665
246,0.022741377353668213
247,0.022684544324874878
248,0.022628631442785263
249,0.02257283218204975
250,0.022517945617437363
251,0.022463422268629074
252,0.02240942418575287
253,0.022355929017066956
254,0.022302968427538872
255,0.022250542417168617
256,0.022198617458343506
257,0.022147156298160553
258,0.022096294909715652
259,0.02204568311572075
260,0.02199576422572136
261,0.02194621041417122
262,0.021897194907069206
263,0.021848581731319427
264,0.021800480782985687
265,0.021752730011940002
266,0.021705683320760727
267,0.02165883593261242
268,0.02161257527768612
269,0.021566692739725113
270,0.021521270275115967
271,0.02147628925740719
272,0.021431608125567436
273,0.021387573331594467
274,0.021343890577554703
275,0.021300621330738068
276,0.021257657557725906
277,0.021215269342064857
278,0.02117318846285343
279,0.021131573244929314
280,0.02109028957784176
281,0.02104945294559002
282,0.02100892923772335
283,0.020968766883015633
284,0.020929262042045593
285,0.02088986337184906
286,0.02085096761584282
287,0.020812323316931725
288,0.02077421545982361
289,0.020736414939165115
290,0.020698923617601395
291,0.020661894232034683
292,0.020625123754143715
293,0.020588859915733337
294,0.020552752539515495
295,0.020517105236649513
296,0.020481761544942856
297,0.0204467810690403
298,0.020412197336554527
299,0.020377952605485916
300,0.020343907177448273
301,0.020310215651988983
302,0.020276974886655807
303,0.020243939012289047
304,0.020211253315210342
305,0.02017897740006447
306,0.020146889612078667
307,0.020115213468670845
308,0.020083853974938393
309,0.02005271054804325
310,0.02002200484275818
311,0.019991435110569
312,0.019961314275860786
313,0.019931374117732048
314,0.01990177109837532
315,0.019872434437274933
316,0.0198434479534626
317,0.019814692437648773
318,0.019786279648542404
319,0.019758053123950958
320,0.019730158150196075
321,0.019702615216374397
322,0.019675232470035553
323,0.01964809000492096
324,0.019621331244707108
325,0.019594848155975342
326,0.019568532705307007
327,0.019542578607797623
328,0.0195167139172554
329,0.019491154700517654
330,0.019465945661067963
331,0.019440939649939537
332,0.01941613480448723
333,0.019391661509871483
334,0.01936740055680275
335,0.019343428313732147
336,0.019319627434015274
337,0.019295990467071533
338,0.019272619858384132
339,0.019249584525823593
340,0.01922672986984253
341,0.01920403726398945
342,0.01918158307671547
343,0.01915932632982731
344,0.019137457013130188
345,0.019115623086690903
346,0.01909422129392624
347,0.01907273381948471
348,0.019051648676395416
349,0.019030699506402016
350,0.019009985029697418
351,0.018989557400345802
352,0.018969234079122543
353,0.01894909329712391
354,0.018929176032543182
355,0.01890946924686432
356,0.01889003813266754
357,0.018870558589696884
358,0.018851537257432938
359,0.018832504749298096
360,0.0188138447701931
361,0.018795214593410492
362,0.018776793032884598
363,0.018758606165647507
364,0.01874055340886116
365,0.018722672015428543
366,0.01870494894683361
367,0.01868748664855957
368,0.018670106306672096
369,0.01865294575691223
370,0.018635906279087067
371,0.01861906796693802
372,0.018602360039949417
373,0.01858588494360447
374,0.018569469451904297
375,0.01855330541729927
376,0.018537236377596855
377,0.018521320074796677
378,0.018505599349737167
379,0.01848997175693512
380,0.018474621698260307
381,0.018459344282746315
382,0.018444109708070755
383,0.018429094925522804
384,0.01841433346271515
385,0.018399573862552643
386,0.01838502660393715
387,0.01837052032351494
388,0.018356243148446083
389,0.018342092633247375
390,0.018328048288822174
391,0.01831418089568615
392,0.01830039918422699
393,0.01828674040734768
394,0.01827325113117695
395,0.018259868025779724
396,0.018246589228510857
397,0.018233397975564003
398,0.018220432102680206
399,0.018207525834441185
400,0.01819475367665291
401,0.018182115629315376
402,0.0181695856153965
403,0.01815718039870262
404,0.018144851550459862
405,0.018132606521248817
406,0.0181205403059721
407,0.018108583986759186
408,0.018096694722771645
409,0.01808500662446022
410,0.018073230981826782
411,0.01806178130209446
412,0.018050286918878555
413,0.018038980662822723
414,0.018027734011411667
415,0.018016576766967773
416,0.01800554245710373
417,0.017994597554206848
418,0.017983777448534966
419,0.017972979694604874
420,0.01796240545809269
421,0.01795182377099991
422,0.017941338941454887
423,0.017931003123521805
424,0.017920680344104767
425,0.01791047677397728
426,0.017900394275784492
427,0.017890382558107376
428,0.017880404368042946
429,0.017870552837848663
430,0.017860837280750275
431,0.017851129174232483
432,0.0178415235131979
433,0.01783204823732376
434,0.01782257668673992
435,0.01781320571899414
