update,theta
477,0.5827533006668091
478,0.5831006169319153
479,0.5834473967552185
480,0.583793580532074
481,0.5841391682624817
482,0.5844842195510864
483,0.5848286747932434
484,0.5851725339889526
485,0.5855158567428589
486,0.5858585834503174
487,0.5862007141113281
488,0.5865423083305359
489,0.5868833065032959
490,0.5872237682342529
491,0.5875636339187622
492,0.5879029631614685
493,0.588241696357727
494,0.5885798931121826
495,0.5889175534248352
496,0.58925461769104
497,0.5895911455154419
498,0.5899271368980408
499,0.5902625322341919
500,0.59059739112854
501,0.5909317135810852
502,0.5912654399871826
503,0.591598629951477
504,0.5919312834739685
505,0.592263400554657
506,0.5925949811935425
507,0.5929259657859802
508,0.593256413936615
509,0.5935863256454468
510,0.5939157009124756
511,0.5942445397377014
512,0.5945728421211243
513,0.5949006080627441
514,0.595227837562561
515,0.595554530620575
516,0.5958806872367859
517,0.5962063074111938
518,0.5965313911437988
519,0.5968559384346008
520,0.5971800088882446
521,0.5975035429000854
522,0.5978265404701233
523,0.5981490015983582
524,0.59847092628479
525,0.598792314529419
526,0.5991132259368896
527,0.5994336009025574
528,0.5997534394264221
529,0.6000728011131287
530,0.6003916263580322
531,0.6007099151611328
532,0.6010277271270752
533,0.6013450026512146
534,0.601661741733551
535,0.6019780039787292
536,0.6022937297821045
537,0.6026089787483215
538,0.6029236912727356
539,0.6032379269599915
540,0.6035516262054443
541,0.603864848613739
542,0.6041775345802307
543,0.6044897437095642
544,0.6048014163970947
545,0.605112612247467
546,0.6054233312606812
547,0.6057335138320923
548,0.6060432195663452
549,0.6063524484634399
550,0.6066611409187317
551,0.6069693565368652
552,0.6072770953178406
553,0.6075843572616577
554,0.6078910827636719
555,0.6081973314285278
556,0.6085031032562256
557,0.6088083982467651
558,0.6091132164001465
559,0.6094174981117249
560,0.609721302986145
561,0.610024631023407
562,0.6103274822235107
563,0.6106298565864563
564,0.6109317541122437
565,0.6112331748008728
566,0.6115341186523438
567,0.6118345856666565
568,0.612134575843811
569,0.6124340891838074
570,0.6127331256866455
571,0.6130316853523254
572,0.6133297681808472
573,0.6136273741722107
574,0.613924503326416
575,0.6142212152481079
576,0.6145174503326416
577,0.6148132085800171
578,0.6151084899902344
579,0.6154032945632935
580,0.6156976222991943
581,0.6159915328025818
582,0.616284966468811
583,0.6165779232978821
584,0.6168704032897949
585,0.6171624660491943
586,0.6174540519714355
587,0.6177451610565186
588,0.6180358529090881
589,0.6183260679244995
590,0.6186158061027527
591,0.6189051270484924
592,0.619193971157074
593,0.6194823980331421
594,0.619770348072052
595,0.6200578212738037
596,0.620344877243042
597,0.6206314563751221
598,0.6209176182746887
599,0.6212033033370972
600,0.6214885711669922
601,0.621773362159729
602,0.6220577359199524
603,0.6223416924476624
604,0.6226251721382141
605,0.6229082345962524
606,0.6231908202171326
607,0.6234729886054993
608,0.6237547397613525
609,0.6240360140800476
610,0.6243168711662292
611,0.6245973110198975
612,0.6248772740364075
613,0.625156819820404
614,0.6254359483718872
615,0.6257146596908569
616,0.6259928941726685
